date,home_team,away_team,model_prob,market_price,edge,bet_size,won,profit,bankroll
2023-12-12,Houston Rockets,Golden State Warriors,0.4532555830899587,0.3991733188487653,0.054082264241193445,25.368272856256265,True,38.18375243796822,1165.498623634053
2023-12-21,Miami Heat,Dallas Mavericks,0.612585410831133,0.5396971421929392,0.07288826863819386,46.138740687816885,True,39.351318607925144,1204.8499422419782
2023-12-25,LA Lakers,Cleveland Cavaliers,0.5466515268805379,0.34696513820775765,0.1996863886727802,92.1053943424275,True,173.35468852986426,1378.2046307718424
2023-12-26,Dallas Mavericks,Sacramento Kings,0.8940361588454375,0.8388745728444422,0.0551615860009953,110.2563704617474,True,21.177307505021684,1399.381938276864
2023-12-27,Cleveland Cavaliers,Boston Celtics,0.49732481642073956,0.3780048112074684,0.11932000521327113,67.11236002271058,False,-67.11236002271058,1332.2695782541534
2023-12-29,Utah Jazz,Cleveland Cavaliers,0.33458937407577777,0.2808275362275773,0.05376183784820049,24.898499540874916,False,-24.898499540874916,1307.3710787132786
2023-12-30,Portland Trail Blazers,Cleveland Cavaliers,0.39689931858122457,0.25116507686714235,0.14573424171408222,63.608389148738304,False,-63.608389148738304,1243.7626895645403
2023-12-30,Phoenix Suns,Milwaukee Bucks,0.5980268904280563,0.4854154761901592,0.11261141423789717,68.04609785541855,False,-68.04609785541855,1175.7165917091218
2024-01-05,LA Clippers,Brooklyn Nets,0.8340519182129817,0.7739721945788971,0.06007972363408465,78.12836098891871,True,22.816300248461797,1198.5328919575836
2024-01-07,Houston Rockets,Cleveland Cavaliers,0.5371133172208409,0.47394400421452365,0.06316931300631723,35.98024735341561,True,39.93641586726667,1238.4693078248504
2024-01-08,Cleveland Cavaliers,Miami Heat,0.5035786853861903,0.4480908464780283,0.055487838908162,31.128304815546244,True,38.340431402149704,1276.8097392270001
2024-01-09,Miami Heat,Phoenix Suns,0.46510209573087036,0.4064948986487277,0.05860719708214268,31.520470444527376,False,-31.520470444527376,1245.2892687824728
2024-01-09,Chicago Bulls,New Orleans Pelicans,0.7091513390157225,0.6588163214467632,0.050335017568959306,45.929554344744034,True,23.78571051676176,1269.0749792992347
2024-01-16,Philadelphia 76ers,Houston Rockets,0.8565648069189875,0.6762489679610828,0.1803158389579047,101.52599834393878,True,48.60509708685152,1317.6800763860863
2024-01-20,Portland Trail Blazers,Utah Jazz,0.7512551637186068,0.6975530895970495,0.05370207412155725,58.491383691362834,False,-58.491383691362834,1259.1886926947234
2024-01-24,Oklahoma City Thunder,Washington Wizards,0.9442962462464466,0.7121225154744851,0.23217373077196146,100.73509541557787,True,40.722439245376314,1299.9111319400997
2024-01-27,Toronto Raptors,Atlanta Hawks,0.6969734946397486,0.5088611915234001,0.1881123031163484,103.99289055520798,True,100.37107409275403,1400.2822060328538
2024-01-29,Houston Rockets,Charlotte Hornets,0.7940650944433786,0.7271471250845196,0.06691796935885896,85.85583144953851,True,32.2163282108041,1432.4985342436578
2024-02-01,Philadelphia 76ers,Toronto Raptors,0.9177800333238361,0.8466947119307808,0.07108532139305523,114.59988273949263,True,20.74982610439753,1453.2483603480553
2024-02-01,Miami Heat,Dallas Mavericks,0.49166326231882707,0.31331746961716817,0.1783457927016589,94.35973661444552,True,206.80360652674747,1660.0519668748027
2024-02-01,Miami Heat,Portland Trail Blazers,0.8663383696753438,0.807945282971691,0.05839308670365284,126.18221506634667,True,29.994468832639438,1690.0464357074422
2024-02-06,Houston Rockets,Atlanta Hawks,0.7917541213665226,0.7409381962379383,0.05081592512858424,82.87720525911526,False,-82.87720525911526,1607.169230448327
2024-02-12,Boston Celtics,Detroit Pistons,0.9340844326124863,0.837809427092631,0.09627500551985535,128.57353843586617,True,24.890404888384186,1632.0596353367112
2024-02-15,Detroit Pistons,Cleveland Cavaliers,0.37787273791398707,0.2207525351178679,0.15712020279611916,82.26832695511287,False,-82.26832695511287,1549.7913083815984
2024-02-18,Dallas Mavericks,Sacramento Kings,0.850908399713325,0.7978502068984056,0.053058192814919414,101.69330970038534,True,25.765840928542776,1575.557149310141
