game_id,season,home_team,away_team,home_elo,away_elo,elo_diff,elo_prob_home
566277,2019,SD,SF,1526.44,1473.56,52.88,0.6089
566278,2019,SD,SF,1516.55,1483.45,33.1,0.5814
566374,2019,SEA,BOS,1534.71,1487.5,47.21,0.6011
566375,2019,SEA,BOS,1541.21,1481.0,60.21,0.6189
566667,2019,TB,HOU,1505.67,1494.33,11.33,0.5507
566764,2019,TEX,CHC,1471.81,1528.19,-56.37,0.4535
566765,2019,TEX,CHC,1485.86,1514.14,-28.27,0.4938
566867,2019,TOR,DET,1523.73,1476.27,47.46,0.6014
566964,2019,MIN,CLE,1502.91,1497.09,5.81,0.5428
567061,2019,PHI,ATL,1532.19,1467.81,64.38,0.6245
567362,2019,MIA,COL,1483.22,1516.78,-33.55,0.4863
567458,2019,NYY,BAL,1504.71,1495.29,9.42,0.5479
567555,2019,MIL,STL,1499.54,1500.46,-0.92,0.5332
565223,2019,CIN,MIL,1487.03,1507.3,-20.27,0.5054
565316,2019,CLE,CWS,1475.8,1496.07,-20.27,0.5054
566180,2019,PIT,STL,1512.97,1492.7,20.27,0.5634
566668,2019,TB,COL,1517.45,1499.94,17.51,0.5595
566868,2019,TOR,BAL,1513.94,1509.68,4.26,0.5406
567157,2019,ATL,CHC,1453.72,1505.82,-52.1,0.4596
567363,2019,MIA,NYM,1500.06,1521.37,-21.31,0.5039
567459,2019,NYY,DET,1490.32,1486.06,4.26,0.5406
565224,2019,CIN,MIL,1478.7,1515.63,-36.93,0.4814
565803,2019,LAD,SF,1545.87,1472.58,73.3,0.6365
565898,2019,WSH,PHI,1478.63,1546.28,-67.65,0.4375
566090,2019,OAK,BOS,1496.34,1471.22,25.12,0.5702
566279,2019,SD,ARI,1527.42,1454.13,73.3,0.6365
566376,2019,SEA,LAA,1550.99,1481.45,69.54,0.6314
566669,2019,TB,COL,1537.86,1479.53,58.34,0.6163
566766,2019,TEX,HOU,1494.18,1482.55,11.63,0.5511
566869,2019,TOR,BAL,1504.96,1518.65,-13.69,0.5148
567364,2019,MIA,NYM,1480.78,1540.65,-59.87,0.4486
567460,2019,NYY,DET,1502.41,1473.97,28.44,0.5749
565225,2019,CIN,MIL,1470.82,1523.51,-52.68,0.4588
565317,2019,CLE,CWS,1488.72,1483.15,5.57,0.5425
565705,2019,KC,MIN,1503.93,1524.2,-20.27,0.5054
565706,2019,KC,MIN,1495.6,1532.53,-36.93,0.4814
565804,2019,LAD,SF,1529.63,1488.82,40.82,0.5922
565899,2019,WSH,PHI,1458.8,1566.1,-107.3,0.3824
566091,2019,OAK,BOS,1517.55,1450.01,67.54,0.6288
566181,2019,PIT,STL,1503.68,1501.99,1.7,0.5369
566280,2019,SD,ARI,1496.68,1484.87,11.82,0.5514
566281,2019,SD,ARI,1478.44,1503.11,-24.68,0.499
566377,2019,SEA,LAA,1558.91,1469.57,89.35,0.6576
566670,2019,TB,COL,1552.3,1465.09,87.21,0.6548
566767,2019,TEX,HOU,1485.06,1491.67,-6.61,0.525
566870,2019,TOR,BAL,1496.45,1527.16,-30.71,0.4903
567158,2019,ATL,CHC,1481.56,1477.99,3.57,0.5396
567365,2019,MIA,NYM,1473.52,1547.91,-74.39,0.428
567461,2019,NYY,DET,1487.45,1488.94,-1.49,0.5324
564930,2019,BAL,NYY,1513.91,1478.6,35.31,0.5845
565318,2019,CLE,TOR,1465.45,1509.7,-44.25,0.4709
565510,2019,DET,KC,1497.79,1487.72,10.06,0.5489
565805,2019,LAD,SF,1536.29,1482.16,54.14,0.6106
565990,2019,NYM,WSH,1558.83,1468.6,90.23,0.6587
566092,2019,OAK,BOS,1523.54,1444.02,79.52,0.6447
566093,2019,OAK,BOS,1502.84,1471.62,31.21,0.5788
566182,2019,PIT,CIN,1494.76,1463.37,31.39,0.579
566567,2019,STL,SD,1510.91,1494.92,15.99,0.5573
566768,2019,TEX,HOU,1497.54,1479.18,18.36,0.5607
567159,2019,ATL,CHC,1493.68,1465.87,27.81,0.574
567263,2019,CWS,SEA,1506.41,1562.56,-56.15,0.4539
564734,2019,LAA,TEX,1464.09,1514.37,-50.28,0.4623
564833,2019,ARI,BOS,1486.63,1455.58,31.05,0.5786
565319,2019,CLE,TOR,1482.71,1492.45,-9.74,0.5205
565413,2019,COL,LAD,1475.57,1546.31,-70.75,0.4331
566183,2019,PIT,CIN,1505.7,1452.43,53.28,0.6094
566471,2019,SF,TB,1472.14,1545.32,-73.18,0.4297
566567,2019,STL,SD,1509.96,1495.87,14.1,0.5546
567062,2019,PHI,MIN,1559.57,1540.41,19.16,0.5618
567160,2019,ATL,MIA,1511.77,1462.6,49.16,0.6038
567263,2019,CWS,SEA,1507.16,1562.06,-54.9,0.4556
564735,2019,LAA,TEX,1441.54,1536.93,-95.39,0.3987
564736,2019,LAA,TEX,1461.8,1521.73,-59.93,0.4485
564931,2019,BAL,NYY,1491.69,1500.82,-9.13,0.5214
565320,2019,CLE,TOR,1490.65,1484.5,6.15,0.5433
565511,2019,DET,KC,1505.26,1480.25,25.0,0.5701
565606,2019,HOU,OAK,1462.35,1518.88,-56.53,0.4533
565607,2019,HOU,OAK,1471.22,1510.01,-38.79,0.4787
565991,2019,NYM,WSH,1542.54,1493.04,49.5,0.6042
566184,2019,PIT,CIN,1515.76,1442.37,73.39,0.6366
566472,2019,SF,TB,1458.3,1559.15,-100.85,0.3912
566568,2019,STL,SD,1495.43,1510.4,-14.96,0.513
567063,2019,PHI,MIN,1573.1,1520.12,52.98,0.609
567161,2019,ATL,MIA,1526.74,1447.63,79.1,0.6442
567264,2019,CWS,SEA,1521.17,1552.73,-31.56,0.4891
567556,2019,MIL,CHC,1530.96,1447.78,83.18,0.6495
567557,2019,MIL,CHC,1542.2,1432.8,109.4,0.6831
564737,2019,LAA,TEX,1482.54,1500.99,-18.45,0.508
564834,2019,ARI,BOS,1507.37,1434.84,72.53,0.6354
564835,2019,ARI,BOS,1513.24,1427.01,86.23,0.6535
564932,2019,BAL,NYY,1478.0,1514.51,-36.51,0.482
565321,2019,CLE,TOR,1510.24,1464.92,45.32,0.5985
565414,2019,COL,LAD,1459.36,1562.52,-103.16,0.388
565512,2019,DET,KC,1519.4,1466.11,53.29,0.6094
565608,2019,HOU,OAK,1495.14,1486.09,9.05,0.5474
565992,2019,NYM,WSH,1548.98,1486.6,62.37,0.6218
566185,2019,PIT,CIN,1521.61,1434.57,87.04,0.6546
566473,2019,SF,TB,1473.65,1548.92,-75.27,0.4267
566569,2019,STL,SD,1482.0,1523.83,-41.83,0.4744
567064,2019,PHI,MIN,1557.78,1543.09,14.69,0.5555
567162,2019,ATL,MIA,1510.34,1469.49,40.85,0.5923
567265,2019,CWS,SEA,1497.1,1568.77,-71.67,0.4318
567558,2019,MIL,CHC,1511.81,1473.32,38.49,0.589
564933,2019,BAL,OAK,1448.81,1478.59,-29.78,0.4917
565124,2019,CHC,PIT,1462.67,1530.37,-67.7,0.4374
565415,2019,COL,LAD,1443.42,1573.15,-129.73,0.3524
565609,2019,HOU,NYY,1502.64,1543.7,-41.06,0.4755
566570,2019,STL,LAD,1499.16,1583.51,-84.35,0.414
567065,2019,PHI,WSH,1562.68,1506.72,55.96,0.6131
567266,2019,CWS,TB,1476.23,1562.65,-86.42,0.4111
564738,2019,LAA,MIL,1503.52,1522.46,-18.94,0.5073
564934,2019,BAL,OAK,1484.07,1452.14,31.93,0.5798
565027,2019,BOS,TOR,1440.96,1454.55,-13.58,0.515
565226,2019,CIN,MIA,1422.89,1462.83,-39.95,0.4771
565416,2019,COL,ATL,1422.7,1517.0,-94.3,0.4002
565513,2019,DET,CLE,1529.46,1520.61,8.85,0.5471
565707,2019,KC,SEA,1456.06,1582.69,-126.63,0.3565
565993,2019,NYM,MIN,1528.86,1535.74,-6.89,0.5246
566474,2019,SF,SD,1459.92,1506.67,-46.75,0.4673
566571,2019,STL,LAD,1508.55,1577.25,-68.7,0.436
567066,2019,PHI,WSH,1566.87,1500.44,66.42,0.6273
567267,2019,CWS,TB,1460.95,1572.83,-111.89,0.3762
564739,2019,LAA,MIL,1519.77,1506.21,13.57,0.5539
564836,2019,ARI,TEX,1502.78,1480.01,22.77,0.5669
564935,2019,BAL,OAK,1449.99,1486.23,-36.24,0.4824
565227,2019,CIN,MIA,1467.4,1429.45,37.94,0.5882
565417,2019,COL,ATL,1409.21,1527.12,-117.91,0.3681
565418,2019,COL,ATL,1387.46,1543.43,-155.97,0.3187
565514,2019,DET,CLE,1504.01,1546.06,-42.05,0.474
565610,2019,HOU,NYY,1511.2,1535.13,-23.93,0.5001
565611,2019,HOU,NYY,1527.66,1518.68,8.98,0.5473
565708,2019,KC,SEA,1438.28,1594.53,-156.25,0.3184
565994,2019,NYM,MIN,1504.43,1560.17,-55.73,0.4545
566475,2019,SF,SD,1452.31,1514.28,-61.97,0.4456
566476,2019,SF,SD,1475.5,1491.09,-15.6,0.5121
566572,2019,STL,LAD,1529.67,1563.17,-33.49,0.4863
567067,2019,PHI,WSH,1551.19,1523.96,27.22,0.5732
567268,2019,CWS,TB,1445.56,1583.1,-137.54,0.3422
564740,2019,LAA,MIL,1534.53,1491.45,43.07,0.5953
564837,2019,ARI,TEX,1509.91,1472.88,37.03,0.5869
564936,2019,BAL,OAK,1418.41,1509.91,-91.5,0.4041
565028,2019,BOS,TOR,1422.97,1468.04,-45.07,0.4697
565125,2019,CHC,PIT,1494.07,1498.96,-4.89,0.5275
565126,2019,CHC,PIT,1476.56,1516.47,-39.91,0.4771
565228,2019,CIN,MIA,1474.13,1420.47,53.66,0.6099
565515,2019,DET,CLE,1521.18,1528.89,-7.71,0.5234
565709,2019,KC,SEA,1425.1,1601.13,-176.03,0.2942
565710,2019,KC,SEA,1419.05,1604.15,-185.09,0.2835
566573,2019,STL,LAD,1551.43,1548.66,2.77,0.5384
567163,2019,ATL,NYM,1540.62,1522.14,18.48,0.5608
564838,2019,ARI,SD,1490.7,1504.5,-13.8,0.5147
565029,2019,BOS,BAL,1434.49,1401.2,33.29,0.5817
565127,2019,CHC,LAA,1490.1,1544.99,-54.89,0.4557
565900,2019,WSH,PIT,1560.76,1502.93,57.83,0.6156
566477,2019,SF,COL,1462.09,1391.21,70.88,0.6332
566871,2019,TOR,TB,1459.4,1594.42,-135.02,0.3455
567164,2019,ATL,NYM,1522.11,1540.64,-18.53,0.5079
567366,2019,MIA,PHI,1398.64,1526.65,-128.01,0.3546
567462,2019,NYY,CWS,1506.79,1422.91,83.88,0.6504
564839,2019,ARI,SD,1482.2,1513.01,-30.81,0.4902
565030,2019,BOS,BAL,1448.98,1386.72,62.26,0.6217
565128,2019,CHC,LAA,1510.62,1524.48,-13.86,0.5146
565229,2019,CIN,STL,1490.5,1563.3,-72.8,0.4302
565711,2019,KC,CLE,1413.25,1549.04,-135.78,0.3445
565712,2019,KC,CLE,1454.34,1518.22,-63.88,0.4429
565806,2019,LAD,MIL,1530.86,1480.99,49.87,0.6047
565901,2019,WSH,PIT,1547.45,1522.89,24.57,0.5694
566378,2019,SEA,HOU,1607.05,1539.54,67.5,0.6287
566478,2019,SF,COL,1468.0,1383.33,84.67,0.6515
566479,2019,SF,COL,1473.58,1375.89,97.7,0.6683
566769,2019,TEX,OAK,1492.08,1522.82,-30.73,0.4903
566872,2019,TOR,TB,1446.82,1602.8,-155.98,0.3187
566965,2019,MIN,DET,1548.37,1501.03,47.34,0.6012
566966,2019,MIN,DET,1546.72,1502.68,44.04,0.5967
567165,2019,ATL,NYM,1502.66,1560.09,-57.43,0.452
567367,2019,MIA,PHI,1375.08,1544.33,-169.25,0.3024
567463,2019,NYY,CWS,1485.95,1450.71,35.24,0.5844
564840,2019,ARI,SD,1474.15,1521.05,-46.9,0.4671
564841,2019,ARI,SD,1466.55,1528.66,-62.11,0.4454
565031,2019,BOS,BAL,1417.84,1417.85,-0.01,0.5345
565129,2019,CHC,LAA,1502.11,1532.98,-30.87,0.4901
565230,2019,CIN,STL,1508.85,1551.07,-42.21,0.4738
565713,2019,KC,CLE,1472.35,1500.21,-27.86,0.4945
565807,2019,LAD,MIL,1511.18,1500.66,10.52,0.5495
565808,2019,LAD,MIL,1492.99,1518.86,-25.87,0.4973
565902,2019,WSH,PIT,1554.54,1515.81,38.73,0.5893
566379,2019,SEA,HOU,1591.34,1563.11,28.23,0.5746
566380,2019,SEA,HOU,1581.37,1573.08,8.29,0.5463
566480,2019,SF,COL,1484.15,1361.8,122.35,0.699
566770,2019,TEX,OAK,1479.33,1535.57,-56.23,0.4537
566771,2019,TEX,OAK,1480.08,1534.82,-54.73,0.4559
566873,2019,TOR,TB,1469.19,1591.62,-122.43,0.362
566967,2019,MIN,DET,1553.3,1496.1,57.19,0.6148
567166,2019,ATL,NYM,1523.29,1546.34,-23.06,0.5014
567368,2019,MIA,PHI,1418.19,1512.0,-93.81,0.4009
567464,2019,NYY,CWS,1501.74,1434.91,66.84,0.6278
565032,2019,BOS,BAL,1441.82,1393.88,47.94,0.6021
566968,2019,MIN,TOR,1559.9,1455.94,103.95,0.6762
567068,2019,PHI,NYM,1522.13,1527.28,-5.15,0.5271
567369,2019,MIA,CHC,1404.67,1502.27,-97.6,0.3956
567559,2019,MIL,STL,1495.65,1563.04,-67.39,0.4379
565516,2019,DET,PIT,1486.2,1525.44,-39.24,0.4781
565809,2019,LAD,CIN,1516.19,1490.9,25.29,0.5705
565903,2019,WSH,SF,1548.12,1458.57,89.54,0.6578
566282,2019,SD,COL,1507.82,1395.9,111.92,0.6862
566381,2019,SEA,CLE,1575.33,1491.9,83.43,0.6499
566671,2019,TB,BAL,1600.45,1433.08,167.36,0.7506
566772,2019,TEX,LAA,1488.92,1532.82,-43.9,0.4714
566969,2019,MIN,TOR,1548.55,1472.97,75.58,0.6395
567069,2019,PHI,NYM,1513.39,1536.03,-22.64,0.502
567167,2019,ATL,ARI,1542.35,1487.38,54.97,0.6117
567269,2019,CWS,KC,1461.94,1480.66,-18.72,0.5076
567370,2019,MIA,CHC,1382.95,1518.56,-135.62,0.3447
567465,2019,NYY,BOS,1481.47,1402.61,78.86,0.6439
567560,2019,MIL,STL,1513.8,1550.94,-37.14,0.4811
565517,2019,DET,PIT,1473.82,1537.82,-64.01,0.4427
565810,2019,LAD,CIN,1523.25,1483.83,39.42,0.5903
565811,2019,LAD,CIN,1540.56,1466.52,74.04,0.6375
565904,2019,WSH,SF,1523.7,1482.99,40.71,0.5921
566094,2019,OAK,HOU,1525.99,1579.12,-53.13,0.4582
566283,2019,SD,COL,1486.1,1424.87,61.23,0.6203
566382,2019,SEA,CLE,1564.33,1508.41,55.91,0.613
566383,2019,SEA,CLE,1553.82,1524.18,29.64,0.5766
566672,2019,TB,BAL,1604.52,1424.94,179.59,0.7635
566773,2019,TEX,LAA,1511.2,1510.53,0.67,0.5354
566970,2019,MIN,TOR,1538.26,1483.25,55.01,0.6118
567070,2019,PHI,NYM,1542.79,1506.63,36.16,0.5857
567168,2019,ATL,ARI,1522.49,1507.24,15.25,0.5563
567270,2019,CWS,KC,1470.06,1472.54,-2.47,0.5309
567271,2019,CWS,KC,1488.16,1454.44,33.72,0.5823
567371,2019,MIA,CHC,1366.23,1531.1,-164.88,0.3077
567466,2019,NYY,BOS,1499.6,1378.44,121.17,0.6975
567561,2019,MIL,STL,1533.51,1537.8,-4.29,0.5283
565518,2019,DET,CWS,1466.66,1478.62,-11.96,0.5173
565905,2019,WSH,SF,1537.03,1469.66,67.36,0.6285
566095,2019,OAK,HOU,1502.39,1594.84,-92.45,0.4027
566673,2019,TB,BAL,1611.8,1410.39,201.41,0.7854
566774,2019,TEX,LAA,1531.17,1490.56,40.61,0.5919
566971,2019,MIN,TOR,1550.86,1470.65,80.21,0.6456
567169,2019,ATL,ARI,1513.3,1516.43,-3.13,0.53
567467,2019,NYY,KC,1507.16,1463.98,43.18,0.5955
564741,2019,LAA,SEA,1483.9,1547.51,-63.61,0.4432
564937,2019,BAL,MIN,1426.35,1537.04,-110.7,0.3778
565130,2019,CHC,ARI,1544.47,1534.04,10.44,0.5494
565322,2019,CLE,ATL,1533.64,1495.69,37.95,0.5882
565419,2019,COL,PHI,1462.45,1549.57,-87.12,0.4101
565519,2019,DET,CWS,1479.32,1465.96,13.36,0.5536
566186,2019,PIT,SF,1544.98,1460.16,84.82,0.6517
566284,2019,SD,CIN,1457.92,1460.69,-2.77,0.5305
566674,2019,TB,BOS,1603.82,1368.36,235.46,0.8166
567372,2019,MIA,WSH,1348.4,1546.53,-198.12,0.2685
567468,2019,NYY,KC,1482.05,1489.09,-7.05,0.5244
567562,2019,MIL,LAD,1515.97,1546.4,-30.43,0.4907
564742,2019,LAA,SEA,1476.73,1554.67,-77.94,0.423
564937,2019,BAL,MIN,1428.93,1535.11,-106.18,0.3839
564938,2019,BAL,MIN,1401.94,1555.35,-153.4,0.3219
565131,2019,CHC,ARI,1561.8,1516.71,45.08,0.5981
565322,2019,CLE,ATL,1532.2,1497.14,35.06,0.5842
565323,2019,CLE,ATL,1522.63,1506.7,15.93,0.5572
565420,2019,COL,PHI,1484.36,1527.65,-43.29,0.4723
565520,2019,DET,CWS,1458.07,1487.21,-29.15,0.4926
566096,2019,OAK,TOR,1511.93,1491.38,20.55,0.5638
566097,2019,OAK,TOR,1490.35,1512.95,-22.6,0.502
566187,2019,PIT,SF,1556.14,1449.0,107.14,0.6802
566285,2019,SD,CIN,1440.29,1478.32,-38.03,0.4798
566574,2019,STL,NYM,1555.35,1499.85,55.5,0.6125
566575,2019,STL,NYM,1548.72,1509.79,38.93,0.5896
566675,2019,TB,BOS,1590.85,1394.29,196.56,0.7807
566775,2019,TEX,HOU,1537.84,1588.49,-50.65,0.4617
567373,2019,MIA,WSH,1363.29,1535.36,-172.08,0.2989
567469,2019,NYY,KC,1500.36,1470.78,29.58,0.5765
567563,2019,MIL,LAD,1503.2,1559.16,-55.96,0.4541
567564,2019,MIL,LAD,1491.53,1566.95,-75.42,0.4265
564743,2019,LAA,SEA,1465.96,1561.86,-95.89,0.398
564744,2019,LAA,SEA,1459.62,1566.08,-106.47,0.3835
564939,2019,BAL,MIN,1395.27,1558.68,-163.42,0.3095
565132,2019,CHC,ARI,1543.55,1544.09,-0.54,0.5337
565324,2019,CLE,ATL,1539.61,1489.72,49.89,0.6048
565421,2019,COL,PHI,1492.97,1519.04,-26.07,0.497
565422,2019,COL,PHI,1476.63,1535.38,-58.75,0.4502
565521,2019,DET,CWS,1458.19,1487.09,-28.9,0.4929
566098,2019,OAK,TOR,1462.89,1540.41,-77.52,0.4236
566188,2019,PIT,SF,1561.5,1438.28,123.22,0.7
566286,2019,SD,CIN,1429.83,1486.16,-56.34,0.4536
566287,2019,SD,CIN,1414.28,1497.83,-83.55,0.4151
566576,2019,STL,NYM,1569.99,1488.52,81.47,0.6473
566676,2019,TB,BOS,1582.9,1410.19,172.72,0.7563
566776,2019,TEX,HOU,1518.43,1601.43,-82.99,0.4159
566777,2019,TEX,HOU,1542.64,1585.29,-42.65,0.4732
567374,2019,MIA,WSH,1403.78,1505.0,-101.22,0.3907
567470,2019,NYY,KC,1521.21,1449.93,71.29,0.6338
567565,2019,MIL,LAD,1515.37,1551.05,-35.68,0.4832
564940,2019,BAL,CWS,1388.88,1478.77,-89.89,0.4063
565033,2019,BOS,DET,1425.74,1466.51,-40.77,0.4759
565995,2019,NYM,PHI,1479.55,1517.56,-38.01,0.4798
566189,2019,PIT,ARI,1554.15,1536.33,17.82,0.5599
566577,2019,STL,MIL,1575.97,1507.46,68.51,0.6301
566677,2019,TB,KC,1575.13,1442.06,133.07,0.7118
564745,2019,LAA,NYY,1475.12,1527.12,-51.99,0.4598
564941,2019,BAL,CWS,1358.93,1501.23,-142.31,0.336
565033,2019,BOS,DET,1426.27,1466.12,-39.85,0.4772
565034,2019,BOS,DET,1405.47,1481.71,-76.24,0.4254
565231,2019,CIN,ATL,1488.45,1517.34,-28.89,0.493
565325,2019,CLE,MIA,1511.99,1382.36,129.63,0.7077
565423,2019,COL,WSH,1494.45,1521.06,-26.61,0.4962
565612,2019,HOU,MIN,1579.56,1561.88,17.68,0.5597
565996,2019,NYM,PHI,1499.3,1497.81,1.49,0.5366
566099,2019,OAK,TEX,1456.09,1551.23,-95.15,0.399
566190,2019,PIT,ARI,1534.62,1565.62,-31.0,0.4899
566578,2019,STL,MIL,1588.58,1488.54,100.04,0.6713
566678,2019,TB,KC,1581.15,1430.0,151.15,0.7327
566874,2019,TOR,SF,1547.22,1452.99,94.23,0.6639
564746,2019,LAA,NYY,1467.65,1534.59,-66.94,0.4385
564942,2019,BAL,CWS,1402.77,1468.34,-65.57,0.4405
565035,2019,BOS,DET,1391.02,1492.55,-101.53,0.3902
565133,2019,CHC,LAD,1551.3,1556.32,-5.02,0.5273
565232,2019,CIN,ATL,1496.78,1509.01,-12.24,0.5169
565326,2019,CLE,MIA,1494.37,1405.86,88.51,0.6565
565424,2019,COL,WSH,1507.57,1507.94,-0.37,0.534
565425,2019,COL,WSH,1489.81,1525.7,-35.89,0.4829
565613,2019,HOU,MIN,1565.26,1576.18,-10.92,0.5188
565997,2019,NYM,PHI,1524.89,1472.22,52.67,0.6086
566100,2019,OAK,TEX,1480.86,1534.72,-53.86,0.4571
566101,2019,OAK,TEX,1505.61,1509.97,-4.36,0.5282
566191,2019,PIT,ARI,1526.58,1570.98,-44.39,0.4707
566288,2019,SD,SEA,1426.77,1555.75,-128.97,0.3534
566289,2019,SD,SEA,1453.87,1542.2,-88.33,0.4085
566579,2019,STL,MIL,1592.07,1483.31,108.75,0.6823
566679,2019,TB,KC,1586.7,1418.91,167.8,0.751
566875,2019,TOR,SF,1536.63,1463.58,73.05,0.6361
564747,2019,LAA,NYY,1456.43,1545.81,-89.38,0.407
565036,2019,BOS,DET,1429.8,1463.47,-33.66,0.4861
565134,2019,CHC,LAD,1564.82,1542.8,22.02,0.5658
565135,2019,CHC,LAD,1569.59,1535.65,33.94,0.5826
565233,2019,CIN,ATL,1483.22,1522.57,-39.34,0.4779
565614,2019,HOU,MIN,1580.17,1561.27,18.9,0.5614
566192,2019,PIT,ARI,1501.09,1587.97,-86.89,0.4105
567071,2019,PHI,MIA,1499.98,1388.85,111.13,0.6852
564748,2019,LAA,NYY,1449.92,1552.32,-102.39,0.3891
565037,2019,BOS,TB,1455.87,1562.17,-106.3,0.3837
565615,2019,HOU,CLE,1593.71,1507.13,86.58,0.654
565906,2019,WSH,SD,1506.04,1463.33,42.71,0.5948
565998,2019,NYM,MIL,1497.14,1473.24,23.9,0.5685
566384,2019,SEA,TEX,1532.74,1502.14,30.6,0.5779
566876,2019,TOR,OAK,1512.85,1513.44,-0.59,0.5336
567072,2019,PHI,MIA,1482.78,1411.78,71.0,0.6334
567170,2019,ATL,COL,1509.04,1509.46,-0.42,0.5339
564842,2019,ARI,CHC,1599.29,1563.23,36.07,0.5856
565038,2019,BOS,TB,1457.72,1560.94,-103.22,0.3879
565616,2019,HOU,CLE,1586.73,1517.59,69.13,0.6309
565617,2019,HOU,CLE,1573.16,1537.95,35.21,0.5844
565714,2019,KC,LAA,1467.97,1486.27,-18.3,0.5082
565715,2019,KC,LAA,1448.5,1505.74,-57.24,0.4523
565812,2019,LAD,PIT,1545.2,1484.11,61.09,0.6201
565907,2019,WSH,SD,1496.34,1473.04,23.3,0.5676
565999,2019,NYM,MIL,1467.48,1502.89,-35.41,0.4836
566385,2019,SEA,TEX,1558.36,1476.51,81.85,0.6478
566481,2019,SF,NYY,1487.36,1534.14,-46.78,0.4673
566482,2019,SF,NYY,1469.69,1551.81,-82.13,0.4171
566580,2019,STL,CIN,1598.78,1496.75,102.03,0.6738
566581,2019,STL,CIN,1573.18,1535.15,38.03,0.5883
566877,2019,TOR,OAK,1525.14,1501.15,23.99,0.5686
566972,2019,MIN,BAL,1547.73,1414.83,132.91,0.7116
566973,2019,MIN,BAL,1559.43,1399.23,160.19,0.7427
567073,2019,PHI,MIA,1496.5,1393.49,103.01,0.675
567171,2019,ATL,COL,1488.43,1530.08,-41.65,0.4746
567272,2019,CWS,DET,1459.31,1443.91,15.39,0.5564
567273,2019,CWS,DET,1466.63,1434.14,32.49,0.5806
564843,2019,ARI,CHC,1610.98,1551.54,59.44,0.6178
564844,2019,ARI,CHC,1589.83,1572.69,17.15,0.5589
565039,2019,BOS,TB,1451.55,1565.05,-113.5,0.374
565618,2019,HOU,CLE,1577.7,1531.14,46.56,0.6002
565716,2019,KC,LAA,1479.11,1482.79,-3.68,0.5292
565813,2019,LAD,PIT,1559.48,1469.83,89.65,0.658
565814,2019,LAD,PIT,1565.25,1461.16,104.09,0.6764
565908,2019,WSH,SD,1472.18,1497.19,-25.01,0.4985
566000,2019,NYM,MIL,1454.93,1515.44,-60.51,0.4476
566386,2019,SEA,TEX,1562.13,1470.86,91.27,0.6601
566387,2019,SEA,TEX,1534.67,1512.05,22.62,0.5667
566483,2019,SF,NYY,1459.08,1558.88,-99.8,0.3926
